2	0
3	1
4	2
6	3
9	4
11	5
13	6
15	7
18	8
23	9
24	10
26	11
28	12
30	13
31	14
34	15
40	16
41	17
48	18
50	19
52	20
57	21
58	22
62	23
64	24
82	25
85	26
90	27
91	28
92	29
93	30
94	31
95	32
113	33
152	34
162	35
163	36
171	37
175	38
178	39
183	40
184	41
188	42
189	43
200	44
204	45
207	46
209	47
211	48
213	49
214	50
219	51
220	52
222	53
223	54
228	55
231	56
237	57
239	58
243	59
245	60
246	61
248	62
256	63
259	64
264	65
265	66
271	67
275	68
277	69
278	70
284	71
296	72
308	73
310	74
311	75
313	76
317	77
324	78
325	79
328	80
332	81
336	82
339	83
341	84
343	85
345	86
349	87
350	88
357	89
359	90
362	91
365	92
369	93
373	94
376	95
377	96
380	97
386	98
393	99
407	100
409	101
412	102
415	103
423	104
424	105
426	106
432	107
435	108
436	109
437	110
440	111
443	112
452	113
453	114
456	115
467	116
485	117
486	118
489	119
491	120
495	121
508	122
509	123
510	124
514	125
518	126
525	127
527	128
529	129
531	130
532	131
535	132
538	133
542	134
543	135
547	136
548	137
549	138
550	139
552	140
554	141
571	142
573	143
574	144
575	145
581	146
583	147
586	148
587	149
588	150
592	151
593	152
597	153
602	154
603	155
616	156
619	157
621	158
622	159
625	160
627	161
628	162
629	163
631	164
632	165
633	166
637	167
639	168
642	169
643	170
646	171
649	172
651	173
654	174
658	175
659	176
660	177
661	178
667	179
671	180
672	181
673	182
677	183
681	184
686	185
702	186
703	187
705	188
711	189
716	190
717	191
722	192
736	193
739	194
747	195
748	196
755	197
756	198
768	199
782	200
783	201
787	202
791	203
795	204
796	205
797	206
801	207
805	208
806	209
808	210
812	211
823	212
826	213
829	214
832	215
834	216
837	217
839	218
840	219
842	220
851	221
853	222
858	223
867	224
872	225
876	226
880	227
881	228
882	229
886	230
887	231
892	232
896	233
897	234
898	235
899	236
906	237
909	238
912	239
921	240
922	241
923	242
924	243
925	244
936	245
938	246
939	247
941	248
950	249
957	250
958	251
962	252
968	253
972	254
974	255
996	256
997	257
1002	258
1003	259
1006	260
1009	261
1016	262
1021	263
1023	264
1028	265
1036	266
1047	267
1053	268
1057	269
1059	270
1064	271
1065	272
1069	273
1071	274
1073	275
1081	276
1083	277
1092	278
1095	279
1100	280
1102	281
1105	282
1108	283
1111	284
1113	285
1118	286
1124	287
1127	288
1134	289
1136	290
1142	291
1147	292
1151	293
1153	294
1155	295
1161	296
1164	297
1172	298
1176	299
1177	300
1183	301
1185	302
1188	303
1194	304
1201	305
1202	306
1203	307
1205	308
1207	309
1208	310
1211	311
1215	312
1218	313
1222	314
1229	315
1233	316
1234	317
1237	318
1252	319
1253	320
1256	321
1265	322
1266	323
1271	324
1274	325
1282	326
1287	327
1289	328
1295	329
1296	330
1297	331
1298	332
1299	333
1300	334
1301	335
1302	336
1303	337
1305	338
1318	339
1319	340
1329	341
1331	342
1332	343
1334	344
1335	345
1337	346
1338	347
1345	348
1354	349
1355	350
1367	351
1380	352
1383	353
1384	354
1385	355
1394	356
1397	357
1401	358
1403	359
1408	360
1409	361
1411	362
1428	363
1429	364
1430	365
1433	366
1434	367
1436	368
1437	369
1439	370
1440	371
1441	372
1450	373
1452	374
1454	375
1455	376
1459	377
1463	378
1466	379
1467	380
1478	381
1486	382
1494	383
1499	384
1505	385
1507	386
1509	387
1510	388
1511	389
1514	390
1515	391
1520	392
1521	393
1526	394
1533	395
1543	396
1544	397
1551	398
1556	399
1560	400
1561	401
1565	402
1569	403
1576	404
1589	405
1590	406
1591	407
1593	408
1599	409
1603	410
1606	411
1608	412
1609	413
1615	414
1616	415
1617	416
1619	417
1620	418
1622	419
1623	420
1625	421
1627	422
1628	423
1634	424
1635	425
1636	426
1650	427
1653	428
1663	429
1667	430
1674	431
1677	432
1688	433
1690	434
1691	435
1693	436
1698	437
1700	438
1701	439
1702	440
1704	441
1705	442
1706	443
1712	444
1713	445
1714	446
1715	447
1716	448
1720	449
1726	450
1727	451
1728	452
1732	453
1733	454
1734	455
1735	456
1738	457
1742	458
1743	459
1745	460
1746	461
1747	462
1748	463
1750	464
1752	465
1756	466
1761	467
1762	468
1767	469
1774	470
1779	471
1781	472
1782	473
1787	474
1789	475
1796	476
1797	477
1800	478
1801	479
1809	480
1812	481
1818	482
1824	483
1826	484
1827	485
1835	486
1836	487
1838	488
1840	489
1841	490
1845	491
1848	492
1859	493
1863	494
1875	495
1879	496
1882	497
1886	498
1892	499
1897	500
1899	501
1900	502
1902	503
1927	504
1931	505
1932	506
1941	507
1943	508
1945	509
1946	510
1947	511
1950	512
1953	513
1955	514
1959	515
1964	516
1965	517
1966	518
1969	519
1972	520
1973	521
1975	522
1977	523
1978	524
1982	525
1984	526
1985	527
1988	528
1989	529
1991	530
1994	531
1997	532
2001	533
2002	534
2009	535
2015	536
2017	537
2020	538
2022	539
2024	540
2026	541
2031	542
2032	543
2035	544
2038	545
2042	546
2046	547
2047	548
2048	549
2053	550
2059	551
2064	552
2066	553
2068	554
2069	555
2070	556
2071	557
2075	558
2078	559
2080	560
2084	561
2087	562
2095	563
2100	564
2105	565
2106	566
2124	567
2127	568
2129	569
2132	570
2134	571
2137	572
2140	573
2149	574
2150	575
2153	576
2154	577
2155	578
2162	579
2168	580
2169	581
2174	582
2177	583
2181	584
2188	585
2189	586
2197	587
2211	588
2214	589
2222	590
2223	591
2229	592
2230	593
2232	594
2235	595
2239	596
2244	597
2245	598
2246	599
2249	600
2252	601
2253	602
2254	603
2255	604
2260	605
2262	606
2264	607
2265	608
2266	609
2267	610
2270	611
2272	612
2276	613
2280	614
2281	615
2285	616
2289	617
2290	618
2293	619
2296	620
2297	621
2298	622
2299	623
2300	624
2301	625
2302	626
2303	627
2306	628
2307	629
2308	630
2310	631
2312	632
2313	633
2316	634
2317	635
2318	636
2320	637
2321	638
2322	639
2323	640
2325	641
2327	642
2328	643
2331	644
2332	645
2333	646
2349	647
2354	648
2355	649
2358	650
2361	651
2364	652
2366	653
2369	654
2370	655
2376	656
2381	657
2382	658
2383	659
2391	660
2393	661
2394	662
2399	663
2401	664
2404	665
2409	666
2410	667
2417	668
2420	669
2424	670
2427	671
2445	672
2446	673
2454	674
2465	675
2470	676
2471	677
2472	678
2474	679
2477	680
2478	681
2479	682
2485	683
2486	684
2487	685
2488	686
2492	687
2495	688
2496	689
2504	690
2511	691
2515	692
2518	693
2526	694
2532	695
2537	696
2539	697
2543	698
2545	699
2549	700
2563	701
2564	702
2572	703
2573	704
2575	705
2577	706
2578	707
2582	708
2588	709
2589	710
2592	711
2612	712
2617	713
2619	714
2627	715
2628	716
2635	717
2636	718
2640	719
2644	720
2645	721
2652	722
2657	723
2658	724
2659	725
2664	726
2668	727
2674	728
2681	729
2682	730
2683	731
2691	732
2693	733
2714	734
2716	735
2724	736
2727	737
2738	738
2740	739
2746	740
2749	741
2751	742
2752	743
2754	744
2755	745
2756	746
2757	747
2759	748
2761	749
2768	750
2769	751
2771	752
2779	753
2785	754
2789	755
2794	756
2795	757
2799	758
2803	759
2805	760
2806	761
2809	762
2811	763
2815	764
2821	765
2823	766
2824	767
2825	768
2828	769
2829	770
2835	771
2839	772
2841	773
2842	774
2848	775
2850	776
2852	777
2862	778
2865	779
2866	780
2872	781
2873	782
2876	783
2878	784
2894	785
2897	786
2900	787
2901	788
2903	789
2906	790
2909	791
2911	792
2914	793
2915	794
2921	795
2927	796
2929	797
2934	798
2938	799
2944	800
2951	801
2959	802
2966	803
2967	804
2973	805
2975	806
2976	807
2978	808
2980	809
2995	810
2996	811
2997	812
2999	813
3004	814
3009	815
3017	816
3020	817
3021	818
3022	819
3024	820
3026	821
3027	822
3031	823
3034	824
3037	825
3041	826
3043	827
3059	828
3069	829
3074	830
3076	831
3081	832
3082	833
3083	834
3087	835
3093	836
3099	837
3108	838
3114	839
3122	840
3124	841
3126	842
3131	843
3132	844
3134	845
3147	846
3150	847
3153	848
3155	849
3156	850
3157	851
3158	852
3163	853
3164	854
3165	855
3169	856
3184	857
3186	858
3187	859
3196	860
3198	861
3199	862
3200	863
3203	864
3208	865
3222	866
3230	867
3231	868
3234	869
3236	870
3239	871
3241	872
3242	873
3245	874
3248	875
3250	876
3257	877
3258	878
3264	879
3270	880
3271	881
3279	882
3280	883
3282	884
3283	885
3285	886
3289	887
3294	888
3295	889
3298	890
3300	891
3305	892
3307	893
3309	894
3310	895
3312	896
3313	897
3315	898
3316	899
3321	900
3327	901
3328	902
3334	903
3335	904
